serial #,Gender,Grade,Age,Diet,breakfast frequency,food breakfast,sleep per night,homework time,%homework in school,transportation time,get home around,wake up around,% homework alone,fast food frequency,sick days,lunch detention/workshop,part time job,GPA,letter Grade,AP classes,stress,metro%,bus%,walk%,driven%,%drive yourself,%find teacher,subject good,subject bad,know grade,respected by friends,respected by teachers,like burke,assembly,bonding trip,advising program,clubs,sport season,pe credit,sport outside
1120,F,11,16,No,5,"Waffles,cereal,toast",6,2,90,0.5,19:30:00,7:10:00,99,1,0,0,0,3.2,N/A,0,7,0,3,0,97,0,70,Math,Bio,3,5,5,7,1,5,3,3,3,0,club soccer
1121,M,11,16,No,5,Scrambled eggs with ham,7,3,10,,16:10:00,5:20:00,100,0,2,0,0,2.98,N/A,0,7,0,0,0,100,0,75,Geometry,Bio,5,1,5,5,2,1,7,1,0,3,0
1122,F,11,16,No,2,granda bars,5.5,2,40,1,16:00:00,7:00:00,100,0,12,0,0,3.33,B+,1,9,0,80,10,10,0,50,"History, English",Math,4,7,6,7,3,7,6,5,0,0,0
1123,M,11,16,No,5,"bagel, oatmeal, eggs, ceral",8,3,25,1,18:30:00,6:00:00,95,1,0,12,0,2,C,0,10,95,0,0,5,0,95,English,Geometry,7,7,7,7,6,7,7,5,7,0,
1124,F,11,17,No,4,"granola bar, diet coke",6,3,50,0.1,16:30:00,7:15:00,70,1,3,0,0,3.4,N/A,1,9,50,0,0,50,0,40,"""Ant""",French/Bio,4,6,5,6,3,4,5,4,1,0,0
1125,M,11,16,No,5,Cereal,7,3,50,1,16:00:00,7:00:00,80,2,3,1,0,3,B,1,9,50,0,0,50,0,80,N/A,N/A,5,6,6,6,1,4,4,4,1,0,0
1126,M,11,16,No,1,"Bacon, eggs",6,3,40,1,18:00:00,6:30:00,90,2,3,15,0,3,N/A,0,9,50,0,0,50,0,80,Bio,History,1,7,7,5,4,6,7,4,2,0,0
1127,M,11,16,No,5,eggs,9,3,99.9,0.1,16:25:00,7:00:00,95,0,2,0,0,3.5,B+/A-,1,7.5,0,0,0,100,0,88,N/A,N/A,5.5,7,6,3.5,2.5,7,6,5,1,0,travel soccer
1128,F,11,16,No,1,"cereal, oatmeal",6,4,20,,16:30:00,6:00:00,70,10,0,0,0,3.6,0,,5,5,0,90,0,85,N/A,N/A,5,6,7,7,7,4,5,7,5,1,0,club volleyball
1129,M,11,16,No,1.5,"granola bars, poptarts, pudding",6,5,20,1.5,20:00:00,6:23:00,90,0,5,4,0,3,N/A,3,8.5,50,0,0,50,0,95,N/A,N/A,6,7,6,4.5,4,7,7,4,7,1,0
1130,M,11,16,No,2,cereal,5,3.5,15,2,17:20:00,6:45:00,95,7,5,3,64,3,B,1,10,65,15,5,15,0,90,"science,spanish, english","history,math",4,7,7,5,4,7,6,3,1,9,0
1131,F,11,17,vegetarian,5,"waffles,",6,5,10,2,18:00:00,5:40:00,100,1,0,0,0,3.63,N/A,2,9,0,0,0,100,0,English,math,5,7,6,7,5,6,5,5,5,0,0,"swimming, dance, running ,etc"
1132,M,11,17,No,5,quesedilla,8,5,15,0.5,"""diffrent""",6:55:00,99,2,3,0,6,3.33,B+,2,10,20,0,0,70,10,50,"french, english","math,science",1,5,6,5.5,6,6,5,6,1,0,0
1133,F,11,16,No,1,oatmeal,6,4,80,2,18:00:00,6:50:00,95,2,3,7,50,3.5,N/A,3,9,0,0,0,90,10,85,bio,"math,science",5,7,6,5,4,5,6,5,3,0,0
1134,F,11,16,"""sort of""",5,"leftovers, milk",9,4,80,1,17:00:00,7:00:00,100,1,0,0,0,3.4,N/A,0,7,0,50,0,50,0,N/A,Art,french,5,6,5,6,3,3,5,4,2,1,0
1135,M,11,16,No,5,eggs,8,1.5,59,1,18:30:00,5:45:00,85,2,2,1,0,3.66,A-,0,7,0,0,0,100,0,65,Science,N/A,5,7,7,7,3,7,5,2,2,0,0
1136,M,11,17,No,4,7-11 breakfeast,8,3,20,1,16:20:00,6:45:00,100,1,1,0,0,3.85,N/A,3,9,100,0,0,0,0,5,N/A,N/A,6,6,6,6,5,6,7,2,0,2,0
1137,F,11,16,No,3,hot chocolate,6,1.5,33,1,16:00:00,6:20:00,75,1,0,0,0,3,B,2,9,16.5,16.5,0,66,0,50,Spanish,"math,science",3,5,4,6,2,7,7,2,0,0,0
1138,F,11,17,No,5,"oatmeal, yogurt, fruit",9,3,60,0.333333333333333,16:00:00,7:00:00,50,1,2,0,"""a lot""",2.92,N/A,0,5,0,0,80,20,0,30,History,French,5,7,6,5,2,3,5,1,2,0,0
1139,F,11,16,No,4,poptarts,6,2,45,2,20:00:00,4:00:00,25,3,0,0,0,3.53,N/A,2,5,1,0,0,99,0,25,History,"math,science",2,4,6,5,1,2,3,1,2,9,0
1140,F,11,16,no,5,"cereal, rice, oatmeal, hot chocolate",9,4,50,0.25,16:30:00,6:00:00,0,0,0,0,0,4,A-,0,6,30,0,0,70,0,50,N/A,english,5,5,6,4,3,4,3,3,3,0,0
1141,M,11,17,no,5,"smoothie, banan",5.5,5,45,0.2,15:30:00,7:40:00,100,1,3,0,0,3.8,(A/B),1,8.5,0,0,100,0,0,"""most of the time""",History,Latin,4,7,7,7,5,7,N/A,7,0,0,0
1142,M,11,17,No,0,N/A,5,1,0,1,16:00:00,7:00:00,100,2,3.5,5.5,0,3,N/A,3,5,100,0,0,0,0,"""depends""","Math, Science",N/A,3,4,2,4,2,3,5,2,0,0,tennis
1143,M,11,16,No,3,"eggs, cereal",8,3,90,0.5,18:30:00,7:20:00,90,2,1,0,0,3.6,N/A,1,6,0,0,0,100,0,70,History,"english, math",5,6,7,4,1,3,3,2,1,0,0
1144,M,11,17,No,5,"toast, oatmeal, yogurt, fruit",6,0,100,0.5,17:00:00,6:30:00,90,0,0,0,0,4,N/A,2,9,35,0,35,30,0,90,Math,History,5,6,6,4.5,4.5,4.5,5.5,0,2,0,0
1145,M,11,16,No,5,"eggs, cereal",6,1.5,50,1,17:30:00,7:10:00,99,8,4,0,25,3.8,N/A,0,6,50,0,0,50,0,N/A,Spanish,4,6,7,5,6,5,5,5,3,0,0,0
1146,F,11,17,vegan,5,"""not comfortable answering""",7,3,20,1,16:30:00,5:38:00,100,0,0,0,0,4,N/A,1,8,50,50,0,0,0,60,N/A,N/A,5,1,4,3,1,2,3,1,0,0,0
1147,M,11,17,No,1,"eggs, sandwitches",4,3,25,,16:45:00,5:30:00,100,5,1,0,25,3.5,N/A,3,10,50,0,0,0,30,75,N/A,N/A,5,7,6,5,5,5,7,1,1,9,tennis
1148,F,11,17,no,1,cereal bar,5,3,20,1,16:30:00,6:40:00,80,2,1,0,0,3.7,N/A,2,7,2,1,0,90,7,70,english,pre-calc,5,6,6,5,3,6,6,4,2,0,0
1201,F,12,17,No,5,"Egg,ceeal,Milk,Bagel",7,3,60,2,16:30:00,6:00:00,80,0,2,0,12,3.2,N/A,2,7,90,0,10,10,0,80,Science,Math,5,5,6,7,5,5,7,2,2,0,Martial Arts
1202,F,12,17,No,2,"Bagel,Hotpocket",6,3,60,1.5,18:30:00,6:20:00,70,0,5,0,0,3.57,N/A,2,8,0,0,0,100,0,50,Senior Seminar,Calculus,4,6,7,6,3,N/A,2,1,3,0,"softball, soccer, basketball"
1203,F,12,19,No,0,Juice,4,1,80,2,16:00:00,6:00:00,100,3,4,2,0,2.7,N/A,0,3,20,20,20,20,20,100,Math,Anatomy,1,4,4,5,4,3,5,2,1,0,Yoga
1204,F,12,17,No,1,"Oatmea,coffee,bagel",6,4,40,0.2,16:00:00,7:30:00,80,4,7,0,0,3.66,A-,4,8,0,0,50,50,0,0,AP Art History,AP Stat,6,6,7,6,5,7,,5,1,0,0
1205,M,12,18,No,4,Oatmeal,6,2,15,0.15,16:00:00,7:20:00,90,1,5,4,0,3,N/A,1,3,80,0,0,20,0,N/A,"Engish,Histor",Math,1,4,5,3,1,3,7,2,0,0,0
1206,M,12,17,No,5,cereal,6,3,50,2,18:30:00,6:30:00,100,2,3,-,-,4,A,3,8,10,0,0,90,0,60,Science,English,6,3,7,4,2,N/A,7,4,2,0,0
1207,M,12,17,no,0,N/A,7,1,15,1,17:30:00,7:30:00,100,0,3,0,0,3,N/A,1,3,0,0,100,0,0,70,N/A,N/A,3,3,5,7,1,1,6,1,7,1,0
1208,M,12,17,No,5,oatmeal,5.5,3,90,1.5,18:00:00,6:00:00,100,0,2,0,0,3.89,N/A,3,1,33.3,0,33.3,33.3,0,50,AP Calc,"AP Physics, AP English",7,7,7,4,3,3,4,7,7,0,
1209,M,12,17,No,2,"Bagel,Hotpocket",2,2,80,0.15,17:00:00,5:15:00,99,2,2,1,90,4.06,N/A,2,2,0,30,60,10,0,80,AP Chem,US History,5,5,4,1,6,7,1,2,4,0,Ice Hockey
1210,M,12,17,No,5,"Protein shake, egg whiote, chicken scramble, bacon, strawberries",7,1,95,0.7,18:00:00,7:45:00,10,0,4.5,1,0,3.9,N/A,2,2,25,25,25,25,0,60,Everything,N/A,6,7,5,0,1,2,3,4,3,0,Water Polo
1211,N/A,12,18,No,3,English Muffin,6,0,25,1.5,19:30:00,6:00:00,25,0,0,3,2,3,B,1,8,100,0,0,0,0,100,Psycology,"English, Biology",5,6,5,5,3,1,4,1,0,0,0
1212,M,12,17,No,5,Oatmeal,7,6,40,3,19:00:00,7:00:00,90,0,1,1,0,3.2,N/A,0,7,90,0,0,10,0,60,Physics,Math,2,6,3,4,4,6,4,2,3,0,0
1213,M,12,18,No,4,bread,6,4,10,1,16:00:00,4:00:00,100,0,1,0,30,4,A,3,3,0,50,50,0,0,75,AP Calculus,English,6,4,6,4,1,3,5,4,9,2,Yoga
1214,M,12,18,No,5,XwewL,8,3.5,40,1.42857142857143,15:40:00,7:00:00,100,1,1,0,0,2.4,N/A,0,6,9,9,9,9,100,70,"Stagecraft, physcology",Math,3,6,7,7,6,6,7,6,2,0,0
1215,F,12,17,Yes,5,Cereal,7,2.5,50,1,18:00:00,6:30:00,95,0,4,0,0,3.33,B+,3,8,0,100,0,0,0,80,Biology,Math,2,6,7,6,N/A,N/A,6,6,1,0,0
1216,F,12,18,No,5,"energy Bars, bagel, fruit",7,2,60,0,15:40:00,8:00:00,40,1,10,0,0,3.6,N/A,0,7,0,0,0,0,100,70,History,Science,7,6,7,2,2,3,6,3,1,0,0
1217,F,12,19,No,1,Yogurt,5,5,2,1,17:00:00,6:45:00,99,0,7,1,40,4,N/A,3,7,50,50,0,0,0,99,Stats,N/A,5,6,7,6,6,6,6,6,0,1,running
1218,F,12,17,No,0,N/A,7,1.5,70,2,16:30:00,7:00:00,90,1,8,1,0,4.1,N/A,3,5,65,0,0,35,0,60,Stats,Economics,3,5,5,5,4,1,4,3,0,0,0
1219,M,12,17,No,5,Bread,7,2,85,1,15:40:00,6:00:00,100,0,19,0,0,2.75,N/A,4,10,33.3,33.3,33.3,0,0,N/A,N/A,N/A,1,2,2,3,1,1,1,5,1,1,0
1220,F,12,17,No,5,"apple, fruit bar",3.5,4,10,0.5,16:00:00,6:35:00,100,1,1,0,0,3.4,N/A,3,9,0,0,0,100,0,80,AP English,Ap Statistics,1,7,5,3,1,1,7,7,1,0,Tennis
1221,F,12,17,No,2,Pasta,7,8,90,0.166666666666667,15:40:00,7:10:00,99,2,0,0,0,2.666,B-,1,4,0,0,0,100,0,30,Ceramics,Math,1,4,2,1,1,N/A,2,1,0,3,0
1222,F,12,18,No,0,"Carnation instnat breakfeast, special K bars",5,2.5,45,0,16:00:00,6:00:00,100,0,7,2,0,3.8,N/A,2,9,0,0,0,50,50,70,English,N/A,6,5,5,6,1,7,5,1,1,1,Yoga
1223,F,12,17,Kosher,5,Cereal and soy milk,8,6,40,0.583333333333333,17:30:00,7:00:00,100,0,25,0,0,3.32,N/A,2,7,100,0,0,0,0,70,Health,AP Stastics,1,5,7,6,2,4,7,1,0,0,0
1224,F,12,17,No,5,Dinner food or waffles,6,1,80,1,21:30:00,6:45:00,98,0,5,0,0,3.7,N/A,2,2.5,0,0,0,100,0,N/A,N/A,N/A,5,7,7,4,1,N/A,6,1,3,0,0
1225,F,12,18,No,5,egg bread,5,2,30,2,17:30:00,6:50:00,98,0,10,0,0,4,A,2,1,33.3,33.3,0,33.3,0,98,N/A,N/A,1,7,7,7,7,5,7,7,1,0,0
1226,M,12,18,No,5,Cereal,6,3,50,3,16:00:00,6:00:00,50,0,0,0,0,3.2,N/A,2,8,0,50,50,0,0,75,"English, History",Math,4,8,6,6,2,3,5,5,1,0,0
1227,M,12,18,No,5,Cereal,6.5,2,50,1.5,19:00:00,6:30:00,100,0,3,1,0,N/A,N/A,0,7,33.3,0,33.3,33.3,0,50,"Psycology,Physics",N/A,5,6,6,5,5,6,6,5,3,3,0
1228,F,12,18,No,0,N/A,Didn't answer,12,30,2,No,5:30:00,98,0,0,1,0,3,B,2,8,100,0,0,0,0,100,Physics,N/A,5,5,7,4,1,N/A,5,N/A,2,0,0
1229,M,12,18,No,5,Bagel w/sa;mon,6.5,5,20,0.75,16:10:00,6:30:00,95,0,10,0,10,3.5,N/A,4,4,0,0,0,100,0,30,Latin,English,1,7,3,5,5,4,1,1,0,2,Tappwando
1230,F,12,17,No,5,"Yogurt, cresant, bagel, oatmeal",6,3,25,2,19:40:00,6:30:00,25,0,0,"""many times""",0,3.82,N/A,2,6,0,0,0,100,0,80,Physics,AP Statistics,5,?,6,7,6,6,7,,2,0,0
1231,F,12,17,No,4,"Cereal, Milk, toast",6,3,25,0.166666666666667,15:50:00,6:30:00,90,0,2,0,0,No answer,No answer,0,8.5,0,0,100,0,0,50,"Arts, English","Science, Math",3,7,5,7,5,7,4,7,0,3,0
1232,M,12,17,No,5,"Apples, coffee Cake",7,4,35,1.5,16:15:00,6:00:00,90,0,1,0,0,3.73,N/A,2,6,85,7.5,7.5,0,70,"Spanish, History",Math,3,4,6,5,5,5,5,4,6,0,2,
1233,F,12,16,No,5,"Cereal, Milk",7,4,90,1,17:00:00,6:30:00,90,0,0,0,0,3.4,N/A,4,10,50,0,50,0,0,50,Seminar youth sports,AP Calculus,5,7,6,7,2,0,3,7,2,0,Tae Kwon Do
1234,F,12,17,No,4,Fruit,5,4,80,1,18:00:00,7:00:00,90,0,10,3,9,3.6,N/A,2,8,50,0,50,0,0,30,English,Pre-Calculus,6,7,5,7,2,0,3,7,1,0,Dancing
1235,F,12,17,No,5,"Oatmeal, cereal, walnuts tea, almond Milk, fruit",7.5,4,20,4,17:20:00,7:15:00,95,0,5,0,0,3.9,N/A,2,6,0,0,100,0,0,90,"English, Math",Biology,5,2,7,4,7,6,6,6,0,0,Gym
1236,F,12,17,No,5,Cereal,8,5,20,4,15:30:00,7:00:00,80,0,0,0,10,4,N/A,4,5,0,0,0,100,0,85,History,N/A,3,6,6,6,7,3,7,6,1,0,0
mean,,,15.7277486910995,#DIV/0!,3.87696335078534,#DIV/0!,6.70668449197861,2.63157894736842,43.5994736842105,1.38251013171226,0.712993421052632,0.268742728330425,87.3769633507854,1.24210526315789,3.05585106382979,1.10483870967742,7.24867724867725,3.46503314917127,0,0.675531914893617,6.20157068062827,34.2629570952608,9.3949433106576,13.3215694358552,40.5470751879699,3.01578947368421,70.2745222929936,#DIV/0!,3.4,4.2434554973822,5.61111111111111,5.71052631578947,5.59736842105263,3.19047619047619,4.81767955801105,5.16137566137566,3.68306010928962,1.69210526315789,0.91578947368421,0
sd,,,1.2136134213626,#NUM!,1.63088390426053,#NUM!,1.27366659009146,1.36317891452061,29.3131541293756,2.84166670814738,0.058378918050884,0.027435203870793,20.038496980975,2.32522759640953,3.84538306668803,3.19053129961842,45.1952803133549,0.443417133690805,#NUM!,1.1071170993636,2.28667712124385,38.3441823633689,19.989835354731,27.5119194463317,40.8925331088666,14.2811809849821,21.1558893553963,#NUM!,2.07364413533277,1.75008168135951,1.6649814174841,1.38315441062899,1.46013821954003,1.94764295236802,1.97129881805874,1.70937347351527,2.13502642536957,1.7400330804718,1.80336638701472,0
min,,,13,0,0,0,2,0,0,0,0.5,0.145833333333333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
q1,,,15,#NUM!,3,#NUM!,6,2,20,0.5,0.666666666666667,0.25,90,0,0,0,0,3.2,0,0,5,0,0,0,0,0,60,#NUM!,3,3,5,5,5,1,3,4,2,1,0,0
med,,,16,0,5,0,7,2.25,40,1,0.708333333333333,0.270833333333333,95,0.5,2,0,0,3.5,0,0,7,20,0,0,33.3,0,75,0,4,5,6,6,6,3,5,5.5,4,1,0,0
q3,,,17,#NUM!,5,#NUM!,7.5,3,70,1.5,0.75,0.291666666666667,100,1.875,4,1,0,3.8,0,1,8,50,1,9,90,0,85,#NUM!,5,5,7,7,7,5,6,7,5.5,2,1,0
max,,,19,0,5,0,10,12,100,30,0.895833333333333,0.333333333333333,100,21,25,33,600,4.2,0,4,10,100,100,100,100,100,100,0,5,7,8,7,7,7,7,7,7,11,12,0
iqr,,,2,#NUM!,2,#NUM!,1.5,1,50,1,0.083333333333333,0.041666666666667,10,1.875,4,1,0,0.6,0,1,3,50,1,9,90,0,25,#NUM!,2,2,2,2,2,4,3,3,3.5,1,1,0
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
